id:ID(AUTHOR_ID),:LABEL
Dominique Bouthinon,AUTHOR
John Knapman,AUTHOR
Martyn Fletcher,AUTHOR
Xinhua Zhao,AUTHOR
Frédéric Fondement,AUTHOR
Hima Deepthi Vankayalapati,AUTHOR
Isabella Scandurra,AUTHOR
Andrea L'Afflitto,AUTHOR
Remo Suppi,AUTHOR
Wendy Ann Mansilla,AUTHOR
Sergei M. Abramov,AUTHOR
Panagiotes S. Anastasiades,AUTHOR
Charles Kervrann,AUTHOR
Paraskevas Evripidou,AUTHOR
Rajesh Mishra,AUTHOR
Robert Bergevin,AUTHOR
Bo Zhu,AUTHOR
Gustav Bergman,AUTHOR
Wei Yu,AUTHOR
Keith Hyland,AUTHOR
Tapio Pahikkala,AUTHOR
Gerður Jónsdóttir,AUTHOR
Barbro Back,AUTHOR
Jacky Akoka,AUTHOR
Romuald Boné,AUTHOR
Alexander Shvets,AUTHOR
Manmath Narayan Sahoo,AUTHOR
Andrew J. Cowell,AUTHOR
Ran Raz,AUTHOR
Ramūnas Girdziušas,AUTHOR
Hyun-Soo Park,AUTHOR
Eric Monfroy,AUTHOR
Craig E. Kuziemsky,AUTHOR
Cristina Marinescu,AUTHOR
Georg Lausen,AUTHOR
Jeong-Hyun Kim,AUTHOR
Tom Oomen,AUTHOR
D. Tupa,AUTHOR
Irfan A. Essa,AUTHOR
Ravi Saharan,AUTHOR
X. Masip-Bruin,AUTHOR
Fengming Shi,AUTHOR
Huáscar A. Sánchez,AUTHOR
Ping Yan,AUTHOR
Paul Wilson,AUTHOR
Fenghua He,AUTHOR
Yuhai Zhao,AUTHOR
Takeshi Ochi,AUTHOR
El Mustapha Mouaddib,AUTHOR
Lifeng Jia,AUTHOR
Tsan-sheng Hsu,AUTHOR
Keith D. Underwood,AUTHOR
Robert M. Bruckner,AUTHOR
Asanobu Kitamoto,AUTHOR
Martin Marciniszyn,AUTHOR
Axel Rennoch,AUTHOR
Melih Kirlidog,AUTHOR
Barbara M. Chapman,AUTHOR
Tomi Mäntylä,AUTHOR
Keith Unsworth,AUTHOR
David Larrabeiti,AUTHOR
Qiang Huo,AUTHOR
Robert N. Kubik,AUTHOR
Wolfgang Prinz,AUTHOR
Isabel Gallego,AUTHOR
Konstantine Arkoudas,AUTHOR
JeHyok Ryu,AUTHOR
Avri Doria,AUTHOR
John Jules Alexander Boyer,AUTHOR
Tae Joong Kim,AUTHOR
Sanghoon Sull,AUTHOR
Verena Seibert-Giller,AUTHOR
Sara Kiesler,AUTHOR
Marcela Printista,AUTHOR
José Luis Garrido,AUTHOR
Young Jae Song,AUTHOR
Khalil El-Khatib,AUTHOR
Nadine Cullot,AUTHOR
Vo Anh,AUTHOR
Walter J. Freeman,AUTHOR
Lars Niklasson,AUTHOR
Pearl Pu,AUTHOR
Shinkuro Honda,AUTHOR
Arti Deshpande,AUTHOR
Mattias Östergren,AUTHOR
Richard Maclin,AUTHOR
Jiaru Lin,AUTHOR
David L. March,AUTHOR
Brigitte Pientka,AUTHOR
Saurabh Sinha,AUTHOR
Markus Löberbauer,AUTHOR
Paola Dal Zovo,AUTHOR
Chen-Hsiang Yeang,AUTHOR
Arom Boekfah,AUTHOR
Syeda Nessa,AUTHOR
Gavin Doherty,AUTHOR
K. R. Chandran,AUTHOR
Frederick C. Mintzer,AUTHOR
Chris Tweed,AUTHOR
Kumar Sd Madhu,AUTHOR
Harry M. Markowitz,AUTHOR
Yunbing Wei,AUTHOR
Adam C. Houck,AUTHOR
Lea Tsaban,AUTHOR
Carsten Fritz,AUTHOR
William G. J. Halfond,AUTHOR
Ilaria Matteucci,AUTHOR
Thomas Malsch,AUTHOR
Jong-Seok Jung,AUTHOR
Sylvain Lesage,AUTHOR
Ken Moody,AUTHOR
David Starobinski,AUTHOR
Sandy Irani,AUTHOR
Francisco Moreno-Seco,AUTHOR
Jörg Desel,AUTHOR
Stefan Felsner,AUTHOR
Sandra P. Marshall,AUTHOR
Gordan Jezic,AUTHOR
Emiliano Casalicchio,AUTHOR
A. Lepinette,AUTHOR
Jonathan Silman,AUTHOR
Runping Xi,AUTHOR
Wanqing Li,AUTHOR
Stéphane Cotin,AUTHOR
Jigar Patel,AUTHOR
Irina Dumitrescu,AUTHOR
Roc Messeguer,AUTHOR
Daniel C. Bünzli,AUTHOR
Pere Mares,AUTHOR
Jean Bragard,AUTHOR
Jain Jang,AUTHOR
Tomoyuki Nishioka,AUTHOR
V. Wiktor Marek,AUTHOR
Wen-Syan Li,AUTHOR
Ladislav Stacho,AUTHOR
Koji Hino,AUTHOR
Guangwen Yang,AUTHOR
Peter White,AUTHOR
Catherine Clouzot,AUTHOR
Nicolas Sendrier,AUTHOR
Antônio Tadeu A. Gomes,AUTHOR
Gildas Avoine,AUTHOR
Pairin Katerattanakul,AUTHOR
Guido Wimmel,AUTHOR
A. Civit-Balcells,AUTHOR
Chunshien Li,AUTHOR
Raphael A. Finkel,AUTHOR
Thirunavukkarasu Sivaharan,AUTHOR
Aditya Mandsorwale,AUTHOR
Richard A. Foulds,AUTHOR
Kaori Maeda,AUTHOR
Prasad Gabbur,AUTHOR
Chung-Yuen Won,AUTHOR
Stefano Merler,AUTHOR
Pedro J. Molina,AUTHOR
Sven Beyer,AUTHOR
H. Rothuizen,AUTHOR
Cornelis H. A. Koster,AUTHOR
Pawan Singh Bhandari,AUTHOR
Stefania Cavallar,AUTHOR
Elliot L. Amidon,AUTHOR
Colin Campbell,AUTHOR
Ramón Doallo,AUTHOR
Paolo D'Alberto,AUTHOR
Young Hyun Koo,AUTHOR
Pavol Návrat,AUTHOR
Sunil Thulasidasan,AUTHOR
Eugene Eberbach,AUTHOR
Edel Sherratt,AUTHOR
Thomas Ziegert,AUTHOR
Chandra Kambhamettu,AUTHOR
Claudia Ermel,AUTHOR
Sebastiano Impedovo,AUTHOR
Jose L. Marroquin,AUTHOR
Marie-Francine Moens,AUTHOR
Burairah Hussin,AUTHOR
Deborah I. Fels,AUTHOR
Mark J. Brudnak,AUTHOR
Tim D. Moreton,AUTHOR
Seok-Hee Hong,AUTHOR
James B. Sinclair,AUTHOR
Bart Jarochowski,AUTHOR
Mark Banfield,AUTHOR
Yifei Sun,AUTHOR
Nicolai Petkov,AUTHOR
Andrew Rau-Chaplin,AUTHOR
Jun Nakaya,AUTHOR
Barbara P. Heath,AUTHOR
Omneya Issa,AUTHOR
Andrea Margheri,AUTHOR
Donald Geman,AUTHOR
Jin-Sung Kim,AUTHOR
Zeyu Zhou,AUTHOR
Jay Earley,AUTHOR
Siddharth Pal,AUTHOR
S. S. Satchidananda,AUTHOR
Ioan Alfred Letia,AUTHOR
Pravin Chandra,AUTHOR
Wolfgang Haberl,AUTHOR
Jose Flich,AUTHOR
Zoran Pecenovic,AUTHOR
Shuo Han,AUTHOR
Issa Traore,AUTHOR
J. A. B. Portugal,AUTHOR
Ken-etsu Fujita,AUTHOR
K. Suresh Babu,AUTHOR
Stefan Posch,AUTHOR
Lu Jiang,AUTHOR
R. J. Cunningham,AUTHOR
Li Chin Khor,AUTHOR
Rogério de Lemos,AUTHOR
Marcelo Medeiros Eler,AUTHOR
Jiangang Yang,AUTHOR
Klaus Maetzel,AUTHOR
Vasiliki Kantere,AUTHOR
Y. Watanabe,AUTHOR
Jamilah Din,AUTHOR
Giles Oatley,AUTHOR
Yansheng Lu,AUTHOR
Nicholas Asher,AUTHOR
Hwan-Seok Yang,AUTHOR
Lodewijk T. Smit,AUTHOR
P. R. Bagley,AUTHOR
Sameer Singh,AUTHOR
Inseok Hwang,AUTHOR
Rachel Cardell-Oliver,AUTHOR
Susann C. Allmaier,AUTHOR
H. Weber,AUTHOR
Oliver P. Wu,AUTHOR
Jonathan Barnett,AUTHOR
Amos Korman,AUTHOR
Denis Mitropoulos,AUTHOR
Ramón García-Martínez,AUTHOR
Akira Komedani,AUTHOR
Ulrik Johansen,AUTHOR
Hussein Zedan,AUTHOR
Jung-Hoon Han,AUTHOR
Sandrine Duflos,AUTHOR
William Chan,AUTHOR
Sean Martin,AUTHOR
Hartmut Janocha,AUTHOR
Guihua Zeng,AUTHOR
B. Wayne Bequette,AUTHOR
Paul Starzetz,AUTHOR
S. Janardhanan,AUTHOR
David Moratal,AUTHOR
Azita Malek,AUTHOR
Rao Sathyanarayan,AUTHOR
Tor Ulsund,AUTHOR
Amol Nayate,AUTHOR
Robert L. Nord,AUTHOR
George A. Vouros,AUTHOR
Stephen G. Edwards,AUTHOR
John O'Brien,AUTHOR
Jim Prentzas,AUTHOR
Kacper Bak,AUTHOR
Martin Ebner,AUTHOR
Thomas L. Casavant,AUTHOR
Mike Barnett,AUTHOR
Mohammad Ghanaatpishe,AUTHOR
Bertrand Gombert,AUTHOR
José María Barreiro,AUTHOR
Paolo Nesi,AUTHOR
Belén Vela,AUTHOR
Rozi Mahmud,AUTHOR
Paloma Martínez,AUTHOR
Antonio Berruezo,AUTHOR
Alessandro Bozzon,AUTHOR
Masayuki Irie,AUTHOR
Rattana Wetprasit,AUTHOR
Seyed Mojtaba Tabatabaeipour,AUTHOR
Xavier Gandibleux,AUTHOR
Ismael Rodríguez,AUTHOR
Jianqin Ding,AUTHOR
Alberto Policriti,AUTHOR
Renaud Marlet,AUTHOR
Ariel D. Procaccia,AUTHOR
Benjamin Deutsch,AUTHOR
Marin Lujak,AUTHOR
Yongjie Li,AUTHOR
Georgia Deaconu,AUTHOR
Ralf Knackstedt,AUTHOR
Vo Dinh Minh Nhat,AUTHOR
Eric Rogers,AUTHOR
Marilena De Marsico,AUTHOR
Benjamin Buffereau,AUTHOR
Natalia López,AUTHOR
Denis Zorin,AUTHOR
Hongqing Gao,AUTHOR
Jia-Shung Wang,AUTHOR
Richard Lakerveld,AUTHOR
Barbara Liskov,AUTHOR
Luk Stoops,AUTHOR
Zewu Huang,AUTHOR
Martin Pál,AUTHOR
Zamalia Mahmud,AUTHOR
Kathrin Herbig,AUTHOR
Lukas Schulte,AUTHOR
Rikard Berthilsson,AUTHOR
María Agustina Cibrán,AUTHOR
Mikaël Mayer,AUTHOR
Rolf Findeisen,AUTHOR
Haifeng Li,AUTHOR
Pavan Gandmali,AUTHOR
Francisco Luna,AUTHOR
Jun Ye,AUTHOR
Claudio Muscogiuri,AUTHOR
Jean-Christophe Sainte,AUTHOR
Josep Maria Mateo-Sanz,AUTHOR
Easwaran Raman,AUTHOR
Klaus Herrmann,AUTHOR
Xavier Burgués,AUTHOR
Antje Nowack,AUTHOR
Göran Goldkuhl,AUTHOR
Don Goodeve,AUTHOR
Mads Dam,AUTHOR
Annalisa Appice,AUTHOR
Marie-Odile Cordier,AUTHOR
James Willans,AUTHOR
Ying-Yan Lin,AUTHOR
Christian Slanzi,AUTHOR
Michel Degueldre,AUTHOR
William Barabash,AUTHOR
David R. Boggs,AUTHOR
K. S. Barber,AUTHOR
Junli Yuan,AUTHOR
Xihong Wu,AUTHOR
Verus Pronk,AUTHOR
Lynda Thomas,AUTHOR
Hans Ragas,AUTHOR
Emanuela Merelli,AUTHOR
Jordi Vivaldi,AUTHOR
Nick G. Duffield,AUTHOR
Thomas Bräunl,AUTHOR
Dag Elgesem,AUTHOR
Kenji Yamamoto,AUTHOR
Peter Struss,AUTHOR
Ralph Deters,AUTHOR
Wai-Him Wong,AUTHOR
Stefania Marrara,AUTHOR
Aun Neow Poo,AUTHOR
Xuan Wang,AUTHOR
Ray G. Adams,AUTHOR
D. N. J. Clarke,AUTHOR
Roger Alan Pick,AUTHOR
James R. Slagle,AUTHOR
Jean Ponce,AUTHOR
Eunseok Lee,AUTHOR
Jih-Chang Hsieh,AUTHOR
John W. Lamp,AUTHOR
Wei Cui,AUTHOR
Hui Liu,AUTHOR
Kit Po Wong,AUTHOR
Lieven Vandenberghe,AUTHOR
Bhavya Sebastian,AUTHOR
Kushal Mukherjee,AUTHOR
Markus Muck,AUTHOR
Dong Jin Kwak,AUTHOR
Sahra Sedigh-Ali,AUTHOR
Young-Ho Suh,AUTHOR
Anssi Mikael Yli-Jyrä,AUTHOR
Seok-Wun Ha,AUTHOR
Wei-Soul Li,AUTHOR
Jean-Pierre Chanod,AUTHOR
Xuan Tan,AUTHOR
Ginger Myles,AUTHOR
Luca de Alfaro,AUTHOR
Andreas Bauer,AUTHOR
Mehul B. Shah,AUTHOR
Antony Browne,AUTHOR
Vladimir Brayman,AUTHOR
Sovrin Tolia,AUTHOR
Silvia Götz,AUTHOR
Shazia Osman,AUTHOR
Amruth Puttappa,AUTHOR
Erik I. Verriest,AUTHOR
Ehsan Omidi,AUTHOR
Francisco Azevedo,AUTHOR
Ramesh Kadali,AUTHOR
Maria Muslea,AUTHOR
Coline Penaud,AUTHOR
Paul D. Witman,AUTHOR
Anna R. Karlin,AUTHOR
Nicolas Krommenacker,AUTHOR
Vesna Brujic,AUTHOR
Mervyn A. Jack,AUTHOR
Kalpana Sharma,AUTHOR
Patricio Cruz,AUTHOR
Pier Luca Montessoro,AUTHOR
Chitra Venkatramani,AUTHOR
Kejun Zhang,AUTHOR
Per-Olof Ågren,AUTHOR
Jesper Christiansen,AUTHOR
Ilan Newman,AUTHOR
Kath Mickan,AUTHOR
Gil Ratzaby,AUTHOR
Edward S. Deutsch,AUTHOR
Olof Hagsand,AUTHOR
Rafael Ceballos Guerrero,AUTHOR
Horst-Michael Groß,AUTHOR
Beat Koch,AUTHOR
Marco Ambrogio,AUTHOR
Kee-Cheol Lee,AUTHOR
Lov K. Grover,AUTHOR
Patrick Heymans,AUTHOR
Yuji Ito,AUTHOR
Scott T. Parsell,AUTHOR
Volker Tresp,AUTHOR
Panikos Pastellis,AUTHOR
Sanjeev Khanna,AUTHOR
K. Sato,AUTHOR
Anna Gambin,AUTHOR
Søren Holdt Jensen,AUTHOR
Steven W. Brown,AUTHOR
Yaregal Assabie,AUTHOR
Bill Graves,AUTHOR
Masashi Shiozaki,AUTHOR
Roland J. Weiss,AUTHOR
Karl-Michael Schneider,AUTHOR
Guido Bolatto,AUTHOR
Michael Hitchens,AUTHOR
Evangelia Kavakli,AUTHOR
Liping Wen,AUTHOR
Les Earnest,AUTHOR
Reinhold Haux,AUTHOR
Xuchu Wang,AUTHOR
Franco Callegati,AUTHOR
Steven H. Brown,AUTHOR
Joffroy Beauquier,AUTHOR
Marco Pistore,AUTHOR
Sanna Salmijärvi,AUTHOR
Anton Pegushin,AUTHOR
Jean -Marc Meynadier,AUTHOR
Malamati D. Louta,AUTHOR
Roger Impey,AUTHOR
Fengmin Gong,AUTHOR
Gutha Jaya Krishna,AUTHOR
Sam Supakkul,AUTHOR
Mario A. Nascimento,AUTHOR
David Griffin,AUTHOR
Radu Bercaru,AUTHOR
P. John Clarkson,AUTHOR
Tom Murray,AUTHOR
Unsik Lee,AUTHOR
Yacine Kabir,AUTHOR
Vito Di Maio,AUTHOR
Osamu Nitta,AUTHOR
Pramod Tripathi,AUTHOR
Fei Xiao,AUTHOR
Whtm Wouter Aangenent,AUTHOR
Zoran Stojanovic,AUTHOR
Sara Alouf,AUTHOR
L. Ridgway Scott,AUTHOR
Daniel F. Lieuwen,AUTHOR
John R. Herndon,AUTHOR
Carl Adams,AUTHOR
Stamatis Karnouskos,AUTHOR
Zhijun Yin,AUTHOR
Ignazio Infantino,AUTHOR
Aitor Bediaga,AUTHOR
Daniel Henning,AUTHOR
Mika Raento,AUTHOR
Ton Vullinghs,AUTHOR
Richard A. Harris,AUTHOR
Sanjay Chaudhary,AUTHOR
Frank Hoffmann,AUTHOR
Patrik Haslum,AUTHOR
Eric Melz,AUTHOR
Dilip Kumar Limbu,AUTHOR
Cecilia Sik Lanyi,AUTHOR
Daniel N. Weber,AUTHOR
Harikrishna Vasanta,AUTHOR
Ileana Ober,AUTHOR
Sam M. Kim,AUTHOR
Hironori Oka,AUTHOR
Yves Lecoutier,AUTHOR
Jeffrey T. Muehring,AUTHOR
Dale A. Robertson,AUTHOR
Rachel Moreau,AUTHOR
Seung-Hoon Hwang,AUTHOR
M.O. Ahmad,AUTHOR
Raminder Pal Singh,AUTHOR
Keiji Imado,AUTHOR
Stephen M. Chase,AUTHOR
Rawesak Tanawongsuwan,AUTHOR
Jorg Fischer,AUTHOR
Mathieu Lemay,AUTHOR
Nicolas Pessemier,AUTHOR
Anthony J. Maeder,AUTHOR
T. Head,AUTHOR
Thomas A. Runkler,AUTHOR
Jing Yang,AUTHOR
Tony Cheng Kui Huang,AUTHOR
Alvydas Pumputis,AUTHOR
Alison Saunders,AUTHOR
Wengang Zhou,AUTHOR
Hannes Rieser,AUTHOR
Peter J. Denning,AUTHOR
Hirotaka Ogawa,AUTHOR
I. Richer,AUTHOR
B. Gerőfi,AUTHOR
Bernd Fritzke,AUTHOR
Josep Mangues-Bafalluy,AUTHOR
Bill Gropp,AUTHOR
Fumitoshi Matsuno,AUTHOR
Jason J. Jung,AUTHOR
Ian Murdock,AUTHOR
Marco Cristani,AUTHOR
Weihang Jiang,AUTHOR
Chun-Jai Lee,AUTHOR
Huw Golledge,AUTHOR
Jayadev Misra,AUTHOR
Kay M. Stanney,AUTHOR
Ueli Maurer,AUTHOR
Edward W. Kozdrowicki,AUTHOR
Peter De Cleyn,AUTHOR
Keith Marzullo,AUTHOR
Ricardo J. G. B. Campello,AUTHOR
Moon-Sung Park,AUTHOR
Sylvie Ranwez,AUTHOR
Nicolas Stouls,AUTHOR
Olivier Deruelle,AUTHOR
Sheng Yu,AUTHOR
Moon Hwan Kim,AUTHOR
Yongjun Liao,AUTHOR
Yen-Wei Chen,AUTHOR
Paula A. Whitlock,AUTHOR
Jan Jakob Jessen,AUTHOR
Sabri Gurbuz,AUTHOR
T Marchant,AUTHOR
Helen Morton,AUTHOR
Regiane Bochic,AUTHOR
Wenpin Jiao,AUTHOR
Marcin Żurawski,AUTHOR
Matthias Schulte-Austum,AUTHOR
Roberta Siciliano,AUTHOR
Bikramjit Banerjee,AUTHOR
Dhiraj Rane,AUTHOR
Caihong Yuan,AUTHOR
Arunas Janeliunas,AUTHOR
Torbjörn Wigren,AUTHOR
Johannes Mezger,AUTHOR
Carol H.C. Chu,AUTHOR
Gilbert Cockton,AUTHOR
Michael P. Scharf,AUTHOR
Tran Khanh Dang,AUTHOR
Deepak Kothari,AUTHOR
Charles E. Leiserson,AUTHOR
Mariana S. C. Almeida,AUTHOR
M. Morris Mano,AUTHOR
Bing Mao,AUTHOR
Andreas Ibing,AUTHOR
Ali Khanafer,AUTHOR
J. Christian Gerdes,AUTHOR
Sergio González-Valenzuela,AUTHOR
Juha Karhunen,AUTHOR
Filippo Sciarrone,AUTHOR
Nikolaos Zamboglou,AUTHOR
Stephen McConnell,AUTHOR
Gayathri Unni,AUTHOR
Oelman R,AUTHOR
Muddassir Siddiqui,AUTHOR
Arash Kh. Sichani,AUTHOR
Leuo-hong Wang,AUTHOR
Jin-Sub Park,AUTHOR
John Brown,AUTHOR
Jon G. Riecke,AUTHOR
Silvia Bonfanti,AUTHOR
Mingfeng Wang,AUTHOR
Amin Nassar,AUTHOR
Bert Robben,AUTHOR
Christoph Zetzsche,AUTHOR
Claudia Soria,AUTHOR
André Scholz,AUTHOR
Gauthier Lafruit,AUTHOR
Christian Duret,AUTHOR
Sudeep Tanwar,AUTHOR
Vecheslav Volkov,AUTHOR
Craig Edward Rasmussen,AUTHOR
Bo Zhao,AUTHOR
James L. Alty,AUTHOR
Stefan Einer,AUTHOR
Andrea D'Ariano,AUTHOR
Paola Mello,AUTHOR
Marius-Calin Silaghi,AUTHOR
Srinath Srinivasa,AUTHOR
Mi He,AUTHOR
Enke Gao,AUTHOR
Zhe Dang,AUTHOR
Joyce Beumer,AUTHOR
Alois Zoitl,AUTHOR
José Miguel Salles Dias,AUTHOR
Thomas Hermann,AUTHOR
Garrison W. Greenwood,AUTHOR
Andy Lücking,AUTHOR
W. Schwering,AUTHOR
Nuno M. Garcia,AUTHOR
Freimut Schilling,AUTHOR
Sheida Ghapani,AUTHOR
Andreas Abecker,AUTHOR
Alberto Siena,AUTHOR
Roberto Prevete,AUTHOR
Robert Sugar,AUTHOR
Fernando Jaureguizar,AUTHOR
Akira Kato,AUTHOR
Idir Fodil,AUTHOR
Stefan L. Walch,AUTHOR
Didier Chincholle,AUTHOR
Rafael Murrieta-Cid,AUTHOR
Samia Souissi,AUTHOR
George V. Neville-Neil,AUTHOR
Daniel Pacholczyk,AUTHOR
Danielle Nuzillard,AUTHOR
Koushik Kar,AUTHOR
Christian Nyberg,AUTHOR
Matthias Rinck,AUTHOR
Claude Lattaud,AUTHOR
Mark Guzdial,AUTHOR
Georgios Tsiouris,AUTHOR
Pekka Parhi,AUTHOR
Saurabh Maheshwari,AUTHOR
Stephan Springstubbe,AUTHOR
Reiner Hähnle,AUTHOR
Anna Ciampolini,AUTHOR
Edgar Altamirano,AUTHOR
M. Lertprasertkune,AUTHOR
José de Jesús Curriel Figueroa,AUTHOR
Maria Istela Cagnin,AUTHOR
Abel Gómez,AUTHOR
Miguel Angel Garcia,AUTHOR
Yuanqing Li,AUTHOR
Michael Herz,AUTHOR
Doug Whiting,AUTHOR
Axel Polleres,AUTHOR
Thomas Blumensath,AUTHOR
Mario Latendresse,AUTHOR
Dimitris Grammenos,AUTHOR
Charles Bouillaguet,AUTHOR
Priya Sharma,AUTHOR
Pradeep Kumar T.B.,AUTHOR
Wolfgang Straßer,AUTHOR
Steve Talbott,AUTHOR
Jan Juerjens,AUTHOR
Rachid Deriche,AUTHOR
Georgios Karagiannis,AUTHOR
Hee-Sok Park,AUTHOR
Kenneth R. Allendoerfer,AUTHOR
Martin Roth,AUTHOR
Pedro A. González-Calero,AUTHOR
Jesús Vallecillos,AUTHOR
Prasanna Kumar N,AUTHOR
Tomáš Pitner,AUTHOR
Kamal Aboul-Hosn,AUTHOR
Ning Yang,AUTHOR
S. Sarkar,AUTHOR
Avi Soffer,AUTHOR
D. Scott Alexander,AUTHOR
Shigeru Shimada,AUTHOR
Krishna Asawa,AUTHOR
Stan Jarzabek,AUTHOR
Giuseppe Sansonetti,AUTHOR
Paul C. Clark,AUTHOR
Alexey S. Rodionov,AUTHOR
Yoann Fabre,AUTHOR
Nathan Griffiths,AUTHOR
Caroline Bérard,AUTHOR
Elżbieta Kubera,AUTHOR
Hugo Meinedo,AUTHOR
Scott J. Baxter,AUTHOR
F. Garcia-Nocetti,AUTHOR
Matthias Albrecht Müller,AUTHOR
Kelly Androutsopoulos,AUTHOR
Ajaykumar Kannan,AUTHOR
Dennis Adams,AUTHOR
Terry J. Anderson,AUTHOR
Nacim Ramdani,AUTHOR
Jun Han,AUTHOR
Luca Zanni,AUTHOR
Shiou C. Loh,AUTHOR
Eldon Y. Li,AUTHOR
Haina Rong,AUTHOR
Caterina Saraceno,AUTHOR
Samir Borgohain,AUTHOR
Mikhail Alexandrov,AUTHOR
Junichiro Fukuyama,AUTHOR
Tieming Chen,AUTHOR
Arnold W. Pratt,AUTHOR
Zsolt Wimmer,AUTHOR
Ricardo Landa Becerra,AUTHOR
Massih-Reza Amini,AUTHOR
Gianpaolo Oriolo,AUTHOR
Neeraj Mittal,AUTHOR
Lorena Bourg,AUTHOR
Kunihiko Fukushima,AUTHOR
Mariano Cilia,AUTHOR
Peter Bryant,AUTHOR
Andreas Käck,AUTHOR
Roman C. Pucinksi,AUTHOR
Espen H. Lian,AUTHOR
Antonio Corral,AUTHOR
Adrian Nunez,AUTHOR
Ningping Fan,AUTHOR
Angelos N. Rouskas,AUTHOR
Mark Foster,AUTHOR
Michael Zillich,AUTHOR
Carlo Gatta,AUTHOR
Ines Feki,AUTHOR
Guofang Nan,AUTHOR
Taichi Kawahara,AUTHOR
Ardeshir Mahdavi,AUTHOR
Ari Berger,AUTHOR
Takashi Kobayashi,AUTHOR
Francisco Bellas,AUTHOR
Henry L. Owen,AUTHOR
Victor Bayon,AUTHOR
John Howse,AUTHOR
Helmut Schwichtenberg,AUTHOR
Mónica Trella,AUTHOR
Chie Shimodaira,AUTHOR
Emanuel Eick,AUTHOR
Takashi Matsumoto,AUTHOR
Jorge Carabias,AUTHOR
Quoc Viet Dang,AUTHOR
M. A. Vila,AUTHOR
Juan Pablo Méndez,AUTHOR
Luis Muñoz,AUTHOR
Kensuke Sekihara,AUTHOR
Mariza Dima,AUTHOR
E. Sellin,AUTHOR
Georges Koepfler,AUTHOR
Alessio Plebe,AUTHOR
Hilary Tunley,AUTHOR
Kieran White,AUTHOR
Bailin Yang,AUTHOR
Kostas Marinis,AUTHOR
Allen D. Malony,AUTHOR
Tore Langholm,AUTHOR
Nathalie Habing,AUTHOR
Michel Scholl,AUTHOR
Yong-Yi Fanjiang,AUTHOR
Jonathan C. Harris,AUTHOR
P.H. Loosemore,AUTHOR
Mon-Fong Jiang,AUTHOR
C. Jacobi,AUTHOR
Mathieu Latourrette,AUTHOR
Kevin M. Lynch,AUTHOR
Ranjana Deshpande,AUTHOR
Mike Rizzo,AUTHOR
Jeremy J. Ramsden,AUTHOR
M. Meenakshi,AUTHOR
Philippe Suter,AUTHOR
Paola Bertolazzi,AUTHOR
Joey Paquet,AUTHOR
Richard J. Mammone,AUTHOR
Roberto Tamassia,AUTHOR
Jie Lu,AUTHOR
Gregory R. Andrews,AUTHOR
Rodolfo E. Haber,AUTHOR
Demetrios D. Demopoulos,AUTHOR
Yaxin Liu,AUTHOR
Takashi Kawamura,AUTHOR
Chunnian Liu,AUTHOR
Mostafa Soliman,AUTHOR
Josune Gallego,AUTHOR
Bing Chu,AUTHOR
Lars Heinemann,AUTHOR
Steven Williams,AUTHOR
Ali F. Farhoomand,AUTHOR
K. John Gough,AUTHOR
Sallyann Bryant,AUTHOR
D. Drikakis,AUTHOR
Ozren Lapcevic,AUTHOR
Ashok R. Saxena,AUTHOR
Jason Xabier Mansell,AUTHOR
Peng Lin,AUTHOR
Ajeesh T P,AUTHOR
Hak Soo Kim,AUTHOR
Nikola Marangunić,AUTHOR
Christophe Mues,AUTHOR
José Antonio Jiménez Millán,AUTHOR
Yuri Bykov,AUTHOR
Adrian Barbu,AUTHOR
John G. Fletcher,AUTHOR
Iskander Kort,AUTHOR
Michiko Kojo,AUTHOR
Gour C. Karmaker,AUTHOR
Pavel Smrcka,AUTHOR
Ali Jadbabaie,AUTHOR
Andrée Tiberghien,AUTHOR
Itsik Mantin,AUTHOR
Kay Berkling,AUTHOR
Kazunori Urabe,AUTHOR
Jiyong Zhang,AUTHOR
Stylianos Gouveris,AUTHOR
Hanjo Jeong,AUTHOR
Yueping Peng,AUTHOR
Jinsoo Park,AUTHOR
Juan Manuel Cueva Lovelle,AUTHOR
Frederick Coppens,AUTHOR
Albert Visser,AUTHOR
Giovanni Semeraro,AUTHOR
Gang Feng,AUTHOR
Mihal Badonski,AUTHOR
Sahambi Js,AUTHOR
Bruno M. Carvalho,AUTHOR
Andrey A. Terekhov,AUTHOR
Peter Brezany,AUTHOR
Silvia Pettinari,AUTHOR
Walter Daelemans,AUTHOR
Jianhua Chen,AUTHOR
Byungjeong Lee,AUTHOR
Byungkil Kim,AUTHOR
Soha Maad,AUTHOR
Tino Pyssysalo,AUTHOR
Manojit Ballav,AUTHOR
Kumar Neeraj Verma,AUTHOR
Masahiro Kimoto,AUTHOR
Willem Jonker,AUTHOR
Paulo A. S. Veloso,AUTHOR
Laura Marie Feeney,AUTHOR
Bernhard Hengst,AUTHOR
Jiawan Tan,AUTHOR
Berthold Reinwald,AUTHOR
Jari Still,AUTHOR
Mohua Banerjee,AUTHOR
R. W. Lapp,AUTHOR
Bettina Pressl,AUTHOR
David W. Walker,AUTHOR
Sonu Goel,AUTHOR
Roberto Vaccaro,AUTHOR
Yongli Mi,AUTHOR
Giovanni Dimauro,AUTHOR
Song Hyang Moon,AUTHOR
Chongcheng Chen,AUTHOR
Cesare Stefanelli,AUTHOR
